Text,Intent
When should I anticipate my order?,INFORMATION
When did you receive orders for one or more items?,INFORMATION
When will a variety of things be delivered?,INFORMATION
What is the vendor's current inventory?,QUANTITY
I'm curious about the vendor's supply status.,QUANTITY
How many units does the seller have available?,QUANTITY
How many of this ITEM do you have?,INFORMATION
How many units does the vendor own?,QUANTITY
How many units of this MERCHANDISE is the vendor/merchant selling?,QUANTITY
Please let me know how many units of this product are available from the designated seller.,QUANTITY
What is the total number of ITEMS in each order?,INFORMATION
Why? How many Orders have been placed for each ITEM?,INFORMATION
What I'm curious about is the cost of the products that have been put on hold for a time.,COST
The pricing of the products that have been on hold for some time has piqued my interest.,COST
I'd like to know how many objects are maintained in a given location.,LOCATION
Please let me know how much is stored at a specific location.,LOCATION
What is the greatest and smallest amount of a single object that can be stored in a specific location?,LOCATION
I'm interested in determining the maximum and minimum storage amounts for a specific item.,INFORMATION
How many POs were issued for a single item or for a big number of items?,PO
How many POs were generated for a single item or a huge number of goods?,PO
"How many separate goods did the vendor or seller sell, or how many units of a specific item?",QUANTITY
When was the most recent PO for a certain item or collection of related items created?,PO
How many units of a certain ITEM or a variety of goods did the dealer sell?,QUANTITY
Please let me know when the most recent PO for a certain good or group of goods was issued.,PO
I'd like to know how many units of a particular ITEM were sold or how many goods the merchant sold.,QUANTITY
When is this PO's SO date?,SO
"Which ITEMS, and how many of them, comprised a specific SO?",SO
Please let me know how many ITEMS are in a specific PO.,PO
how many units can be stored in a given space.,INFORMATION
I am curious about the maximum and minimum amounts of a specific item that can be stored in a given location.,INFORMATION
Please indicate the maximum and minimum quantities of a certain item that can be stored.,INFORMATION
What are the maximum and minimum quantities that can be stored for each item?,INFORMATION
What is the maximum and minimum quantity allowed for a specific item?,INFORMATION
How many units of a given product or service were ordered via purchase orders?,PO
Can you provide me with the total number of purchase orders placed for a particular item or group of related items?,PO
"How many, if any, orders were placed for each product?",INFORMATION
When was the last time an item or collection of products was purchased?,PO
How many of each product did the vendor or retailer typically sell?,QUANTITY
I am curious about the identity of the seller of the in question SO.,QUANTITY
It would be helpful if you could inform me of the total number of ITEMS comprising a certain PO.,PO
I require the most current date a purchase order was placed for a particular item or group of items that are connected.,ORDER
I'm curious as to how many units of a SINGLE ITEM or a collection of goods were transferred by the merchant in total.,QUANTITY
Please locate the SO date for this purchase order.,SO
I must locate a provider for a particular SO.,SO
I'm interested in understanding the overall number of ITEMS included in a given SO.,SO
I need to know how many things are included in a particular PO.,PO
When was the most recent time you placed an order for a specific commodity or set of goods?,INFORMATION
I would like to know how many of a specific ITEM the vendor sold.,SO
Please inform me of the SO for this particular PO.,SO
Who is the service provider for this SO?,SO
How many distinct ITEMS were included in a certain SO?,SO
Can you tell me the number of ITEMS in a specific PO?,INFORMATION
"Which ITEMS, and how many, comprised a certain PO?",PO
I'd like additional information on these ITEMS.,INFORMATION
The location where the ITEM is kept for storage intrigues me.,LOCATION
I need to know how much of a particular item is currently in stock.,INFORMATION
